id,name,img-player,position,team,img-team,league,img-league,nation,img-nation,strong-foot,skill-moves,weak-foot,birth-date,height,workrates,type-card,over,div,han,kic,ref,spe,pos
5159,Johan Guadagno,https://futhead.cursecdn.com/static/img/22/players/256609.png,GK,F.C. København,https://futhead.cursecdn.com/static/img/22/clubs/819.png,3F Superliga,https://futhead.cursecdn.com/static/img/22/leagues/1.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Right,1,2,21/02/2003,183cm,Medium/Medium,Bronze,53,53,54,47,53,35,50
5168,Johannes Brinkies,https://futhead.cursecdn.com/static/img/22/players/204380.png,GK,FSV Zwickau,https://futhead.cursecdn.com/static/img/22/clubs/110592.png,3. Liga,https://futhead.cursecdn.com/static/img/22/leagues/2076.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,1,5,20/06/1993,188cm,Medium/Medium,Silver,67,67,63,64,74,52,67
5191,John McCarthy,https://futhead.cursecdn.com/static/img/22/players/227909.png,GK,Inter Miami CF,https://futhead.cursecdn.com/static/img/22/clubs/112893.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Right,1,2,4/7/1992,191cm,Medium/Medium,Bronze,64,65,64,59,67,35,62
5192,John McCarthy,https://futhead.cursecdn.com/static/img/22/players/227909.png,GK,LAFC,https://futhead.cursecdn.com/static/img/22/clubs/112996.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Right,1,2,4/7/1992,191cm,Medium/Medium,Bronze,64,65,64,59,67,35,62
5195,John Pulskamp,https://futhead.cursecdn.com/static/img/22/players/256053.png,GK,Sporting KC,https://futhead.cursecdn.com/static/img/22/clubs/696.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Right,1,1,19/04/2001,188cm,Medium/Medium,Bronze,62,63,60,59,62,25,62
5196,John Ruddy,https://futhead.cursecdn.com/static/img/22/players/163600.png,GK,Wolves,https://futhead.cursecdn.com/static/img/22/clubs/110.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,3,24/10/1986,193cm,Medium/Medium,Silver,70,70,66,72,71,40,70
5207,Johny Placide,https://futhead.cursecdn.com/static/img/22/players/178363.png,GK,SC Bastia,https://futhead.cursecdn.com/static/img/22/clubs/58.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png,Haiti,https://futhead.cursecdn.com/static/img/22/nations/80.png,Right,1,2,29/01/1988,181cm,Medium/Medium,Silver,66,62,63,63,70,54,65
5208,Jojo Wollacott,https://futhead.cursecdn.com/static/img/22/players/230653.png,GK,Swindon Town,https://futhead.cursecdn.com/static/img/22/clubs/1934.png,EFL League Two,https://futhead.cursecdn.com/static/img/22/leagues/61.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,2,8/9/1996,190cm,Medium/Medium,Bronze,61,61,59,56,64,41,58
5213,Jon Kempin,https://futhead.cursecdn.com/static/img/22/players/201353.png,GK,D.C. United,https://futhead.cursecdn.com/static/img/22/clubs/688.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Right,1,2,8/4/1993,185cm,Medium/Medium,Bronze,63,63,61,62,66,57,64
5214,Jon McCracken,https://futhead.cursecdn.com/static/img/22/players/242983.png,GK,Norwich,https://futhead.cursecdn.com/static/img/22/clubs/1792.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Right,1,2,24/05/2000,185cm,Medium/Medium,Bronze,54,55,56,57,55,32,56
5215,Jon McLaughlin,https://futhead.cursecdn.com/static/img/22/players/188094.png,GK,Rangers,https://futhead.cursecdn.com/static/img/22/clubs/86.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Right,1,3,9/9/1987,188cm,Medium/Medium,Silver,69,70,68,69,69,56,68
5224,Jonas Dakir,https://futhead.cursecdn.com/static/img/22/players/236794.png,GK,Randers FC,https://futhead.cursecdn.com/static/img/22/clubs/1786.png,3F Superliga,https://futhead.cursecdn.com/static/img/22/leagues/1.png,Denmark,https://futhead.cursecdn.com/static/img/22/nations/13.png,Right,1,2,18/04/1997,191cm,Medium/Medium,Bronze,59,60,57,55,59,28,57
5229,Jonas Hupe,https://futhead.cursecdn.com/static/img/22/players/253410.png,GK,Saarbrücken,https://futhead.cursecdn.com/static/img/22/clubs/523.png,3. Liga,https://futhead.cursecdn.com/static/img/22/leagues/2076.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,1,3,1/12/1999,200cm,Medium/Medium,Bronze,58,65,56,54,57,34,58
5230,Jonas Kersken,https://futhead.cursecdn.com/static/img/22/players/257914.png,GK,M'gladbach,https://futhead.cursecdn.com/static/img/22/clubs/23.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,1,3,1/9/2000,190cm,Medium/Medium,Bronze,62,64,63,62,64,25,63
5232,Jonas Lössl,https://futhead.cursecdn.com/static/img/22/players/172553.png,GK,FC Midtjylland,https://futhead.cursecdn.com/static/img/22/clubs/1516.png,3F Superliga,https://futhead.cursecdn.com/static/img/22/leagues/1.png,Denmark,https://futhead.cursecdn.com/static/img/22/nations/13.png,Right,1,2,1/2/1989,195cm,Medium/Medium,Silver,71,72,72,68,71,31,70
5233,Jonas Lössl,https://futhead.cursecdn.com/static/img/22/players/172553.png,GK,Brentford,https://futhead.cursecdn.com/static/img/22/clubs/1925.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Denmark,https://futhead.cursecdn.com/static/img/22/nations/13.png,Right,1,2,1/2/1989,195cm,Medium/Medium,Silver,71,72,72,68,71,31,70
5237,Jonas Omlin,https://futhead.cursecdn.com/static/img/22/players/223550.png,GK,Montpellier,https://futhead.cursecdn.com/static/img/22/clubs/70.png,Ligue 1 Uber Eats,https://futhead.cursecdn.com/static/img/22/leagues/16.png,Switzerland,https://futhead.cursecdn.com/static/img/22/nations/47.png,Right,1,4,10/1/1994,189cm,Medium/Medium,Gold,77,77,75,73,79,50,75
5239,Jonas Urbig,https://futhead.cursecdn.com/static/img/22/players/263887.png,GK,1. FC Köln,https://futhead.cursecdn.com/static/img/22/clubs/31.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Left,1,4,8/8/2003,189cm,Medium/Medium,Bronze,55,56,55,54,59,32,53
5240,Jonas Wendlinger,https://futhead.cursecdn.com/static/img/22/players/248830.png,GK,SV Ried,https://futhead.cursecdn.com/static/img/22/clubs/780.png,Österreichische Fußball-Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/80.png,Austria,https://futhead.cursecdn.com/static/img/22/nations/4.png,Right,1,2,17/07/2000,192cm,Medium/Medium,Bronze,55,58,57,59,56,25,43
5249,Jonathan Bond,https://futhead.cursecdn.com/static/img/22/players/197928.png,GK,LA Galaxy,https://futhead.cursecdn.com/static/img/22/clubs/697.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,2,19/05/1993,193cm,Medium/Medium,Silver,68,69,66,61,69,49,67
5265,Jonathan Klinsmann,https://futhead.cursecdn.com/static/img/22/players/239742.png,GK,LA Galaxy,https://futhead.cursecdn.com/static/img/22/clubs/697.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Right,1,2,8/4/1997,194cm,Medium/Medium,Bronze,62,61,59,64,65,29,62
5269,Jonathan León,https://futhead.cursecdn.com/static/img/22/players/233742.png,GK,Puebla,https://futhead.cursecdn.com/static/img/22/clubs/110152.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png,Mexico,https://futhead.cursecdn.com/static/img/22/nations/83.png,Right,1,2,18/04/1996,188cm,Medium/Medium,Bronze,57,63,52,60,62,17,53
5273,Jonathan Mitchell,https://futhead.cursecdn.com/static/img/22/players/216478.png,GK,Doncaster,https://futhead.cursecdn.com/static/img/22/clubs/142.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,2,24/11/1994,189cm,Medium/Medium,Bronze,63,64,61,63,65,51,61
5274,Jonathan Mitchell,https://futhead.cursecdn.com/static/img/22/players/216478.png,GK,Hartlepool,https://futhead.cursecdn.com/static/img/22/clubs/1941.png,EFL League Two,https://futhead.cursecdn.com/static/img/22/leagues/61.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,2,24/11/1994,189cm,Medium/Medium,Bronze,63,64,61,63,65,51,61
5276,Jonathan Orozco,https://futhead.cursecdn.com/static/img/22/players/163301.png,GK,Tijuana,https://futhead.cursecdn.com/static/img/22/clubs/111678.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png,Mexico,https://futhead.cursecdn.com/static/img/22/nations/83.png,Right,1,3,12/5/1986,184cm,Medium/Medium,Gold,75,75,71,81,74,59,75
5281,Jonathan Rasheed,https://futhead.cursecdn.com/static/img/22/players/222471.png,GK,BK Häcken,https://futhead.cursecdn.com/static/img/22/clubs/711.png,Allsvenskan,https://futhead.cursecdn.com/static/img/22/leagues/56.png,Norway,https://futhead.cursecdn.com/static/img/22/nations/36.png,Right,1,2,21/11/1991,191cm,Medium/Medium,Bronze,62,63,59,61,62,30,62
5300,Jonathan Ægidius,https://futhead.cursecdn.com/static/img/22/players/259469.png,GK,Brøndby IF,https://futhead.cursecdn.com/static/img/22/clubs/269.png,3F Superliga,https://futhead.cursecdn.com/static/img/22/leagues/1.png,Denmark,https://futhead.cursecdn.com/static/img/22/nations/13.png,Right,1,2,22/04/2002,185cm,Medium/Medium,Bronze,52,55,52,52,56,27,50
5308,Jonny Maxted,https://futhead.cursecdn.com/static/img/22/players/206500.png,GK,Northampton,https://futhead.cursecdn.com/static/img/22/clubs/1930.png,EFL League Two,https://futhead.cursecdn.com/static/img/22/leagues/61.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,3,26/10/1993,183cm,Medium/Medium,Bronze,61,61,60,60,64,45,58
5319,Jordan Archer,https://futhead.cursecdn.com/static/img/22/players/205352.png,GK,QPR,https://futhead.cursecdn.com/static/img/22/clubs/15.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Right,1,2,12/4/1993,191cm,Medium/Medium,Silver,66,67,65,66,67,43,66
5324,Jordan Eastham,https://futhead.cursecdn.com/static/img/22/players/256965.png,GK,Blackburn Rovers,https://futhead.cursecdn.com/static/img/22/clubs/3.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,3,8/9/2001,181cm,Medium/Medium,Bronze,59,55,56,66,66,24,53
5341,Jordan Pickford,https://futhead.cursecdn.com/static/img/22/players/204935.png,GK,Everton,https://futhead.cursecdn.com/static/img/22/clubs/7.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Left,1,4,7/3/1994,185cm,Medium/Medium,Gold,83,83,78,87,86,49,80
5347,Jordan Smith,https://futhead.cursecdn.com/static/img/22/players/222876.png,GK,Nott'm Forest,https://futhead.cursecdn.com/static/img/22/clubs/14.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Left,1,4,8/12/1994,183cm,Medium/Medium,Silver,67,65,63,55,73,35,64
5360,Jordan Wright,https://futhead.cursecdn.com/static/img/22/players/233970.png,GK,Lincoln City,https://futhead.cursecdn.com/static/img/22/clubs/149.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,2,27/02/1999,190cm,Medium/Medium,Bronze,54,59,52,48,51,17,56
5361,Jordan Wright,https://futhead.cursecdn.com/static/img/22/players/233970.png,GK,Nott'm Forest,https://futhead.cursecdn.com/static/img/22/clubs/14.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,2,27/02/1999,190cm,Medium/Medium,Bronze,54,59,52,48,51,17,56
5362,Jordi,https://futhead.cursecdn.com/static/img/22/players/212406.png,GK,Paços Ferreira,https://futhead.cursecdn.com/static/img/22/clubs/1892.png,Liga Portugal,https://futhead.cursecdn.com/static/img/22/leagues/308.png,Brazil,https://futhead.cursecdn.com/static/img/22/nations/54.png,Right,1,3,3/9/1993,192cm,Medium/Medium,Silver,74,75,73,71,78,45,71
5369,Jordi Masip,https://futhead.cursecdn.com/static/img/22/players/199575.png,GK,R. Valladolid CF,https://futhead.cursecdn.com/static/img/22/clubs/462.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,1,4,3/1/1989,180cm,Medium/Medium,Gold,76,76,74,70,76,65,73
5382,Jordy Schelfhout,https://futhead.cursecdn.com/static/img/22/players/251904.png,GK,KV Oostende,https://futhead.cursecdn.com/static/img/22/clubs/682.png,1A Pro League,https://futhead.cursecdn.com/static/img/22/leagues/4.png,Belgium,https://futhead.cursecdn.com/static/img/22/nations/7.png,Left,1,3,19/01/2001,183cm,Medium/Medium,Bronze,57,59,53,56,64,31,49
5388,Jorge Chanza,https://futhead.cursecdn.com/static/img/22/players/262305.png,GK,UD Ibiza,https://futhead.cursecdn.com/static/img/22/clubs/113981.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,1,3,20/03/1998,182cm,Medium/Medium,Bronze,62,62,63,64,61,33,60
5390,Jorge De Olivera,https://futhead.cursecdn.com/static/img/22/players/142616.png,GK,Platense,https://futhead.cursecdn.com/static/img/22/clubs/112689.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,1,3,21/08/1982,194cm,Medium/Medium,Silver,69,66,71,58,70,57,65
5417,Joris Delle,https://futhead.cursecdn.com/static/img/22/players/194198.png,GK,KV Kortrijk,https://futhead.cursecdn.com/static/img/22/clubs/100081.png,1A Pro League,https://futhead.cursecdn.com/static/img/22/leagues/4.png,France,https://futhead.cursecdn.com/static/img/22/nations/18.png,Left,1,2,29/03/1990,190cm,Medium/Medium,Silver,68,68,67,64,68,50,67
5424,Jorn Brondeel,https://futhead.cursecdn.com/static/img/22/players/220593.png,GK,Willem II,https://futhead.cursecdn.com/static/img/22/clubs/1907.png,Eredivisie,https://futhead.cursecdn.com/static/img/22/leagues/10.png,Belgium,https://futhead.cursecdn.com/static/img/22/nations/7.png,Right,1,2,7/9/1993,188cm,Medium/Medium,Silver,66,67,64,60,69,43,65
5429,Josef Bursik,https://futhead.cursecdn.com/static/img/22/players/240784.png,GK,Stoke City,https://futhead.cursecdn.com/static/img/22/clubs/1806.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Left,1,2,12/7/2000,187cm,Medium/Medium,Silver,65,66,64,65,68,40,62
5434,Josep Martínez,https://futhead.cursecdn.com/static/img/22/players/243311.png,GK,RB Leipzig,https://futhead.cursecdn.com/static/img/22/clubs/112172.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,1,3,27/05/1998,191cm,Medium/Medium,Silver,68,70,68,64,69,26,67
5438,Joseph Anang,https://futhead.cursecdn.com/static/img/22/players/244191.png,GK,West Ham,https://futhead.cursecdn.com/static/img/22/clubs/19.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,1,8/6/2000,183cm,Medium/Medium,Bronze,60,60,59,58,61,33,58
5439,Joseph Anang,https://futhead.cursecdn.com/static/img/22/players/244191.png,GK,Stevenage,https://futhead.cursecdn.com/static/img/22/clubs/361.png,EFL League Two,https://futhead.cursecdn.com/static/img/22/leagues/61.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,1,8/6/2000,183cm,Medium/Medium,Bronze,60,60,59,58,61,33,58
5460,Josh Griffiths,https://futhead.cursecdn.com/static/img/22/players/252773.png,GK,Lincoln City,https://futhead.cursecdn.com/static/img/22/clubs/149.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,3,5/9/2001,198cm,Medium/Medium,Bronze,64,64,63,63,65,34,62
5463,Josh Keeley,https://futhead.cursecdn.com/static/img/22/players/259596.png,GK,St. Pats,https://futhead.cursecdn.com/static/img/22/clubs/423.png,SSE Airtricity Premier Division,https://futhead.cursecdn.com/static/img/22/leagues/65.png,Republic of Ireland,https://futhead.cursecdn.com/static/img/22/nations/25.png,Right,1,3,17/05/2003,191cm,Medium/Medium,Bronze,53,55,53,53,52,33,52
5467,Josh Lillis,https://futhead.cursecdn.com/static/img/22/players/165502.png,GK,Barrow,https://futhead.cursecdn.com/static/img/22/clubs/381.png,EFL League Two,https://futhead.cursecdn.com/static/img/22/leagues/61.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,2,24/06/1987,183cm,Medium/Medium,Bronze,59,59,58,58,60,44,57
5483,Josh Vickers,https://futhead.cursecdn.com/static/img/22/players/224130.png,GK,Rotherham Utd,https://futhead.cursecdn.com/static/img/22/clubs/1797.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,3,1/12/1995,193cm,Medium/Medium,Silver,65,67,63,60,65,42,62
5495,Joshua Oluwayemi,https://futhead.cursecdn.com/static/img/22/players/252477.png,GK,Spurs,https://futhead.cursecdn.com/static/img/22/clubs/18.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,1,13/03/2001,189cm,Medium/Medium,Bronze,50,52,50,48,57,33,47
5496,Joshua Smits,https://futhead.cursecdn.com/static/img/22/players/204931.png,GK,FK Bodø/Glimt,https://futhead.cursecdn.com/static/img/22/clubs/918.png,Eliteserien,https://futhead.cursecdn.com/static/img/22/leagues/41.png,Netherlands,https://futhead.cursecdn.com/static/img/22/nations/34.png,Right,1,1,6/11/1992,190cm,Medium/Medium,Silver,65,67,63,67,65,56,64
5503,Josip Posavec,https://futhead.cursecdn.com/static/img/22/players/232350.png,GK,Hajduk Split,https://futhead.cursecdn.com/static/img/22/clubs/263.png,Liga Hrvatska,https://futhead.cursecdn.com/static/img/22/leagues/317.png,Croatia,https://futhead.cursecdn.com/static/img/22/nations/10.png,Right,1,3,10/3/1996,190cm,Medium/Medium,Silver,70,73,62,66,75,42,66
5513,José Antonio Rodríguez,https://futhead.cursecdn.com/static/img/22/players/192009.png,GK,Querétaro,https://futhead.cursecdn.com/static/img/22/clubs/110150.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png,Mexico,https://futhead.cursecdn.com/static/img/22/nations/83.png,Right,1,3,4/7/1992,186cm,Medium/Medium,Silver,70,74,60,63,72,57,72
5514,José Antonio Rodríguez,https://futhead.cursecdn.com/static/img/22/players/192009.png,GK,Guadalajara,https://futhead.cursecdn.com/static/img/22/clubs/1880.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png,Mexico,https://futhead.cursecdn.com/static/img/22/nations/83.png,Right,1,3,4/7/1992,186cm,Medium/Medium,Silver,70,74,60,63,72,57,72
5520,José Devecchi,https://futhead.cursecdn.com/static/img/22/players/225282.png,GK,Aldosivi,https://futhead.cursecdn.com/static/img/22/clubs/111707.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,1,2,9/7/1995,188cm,Medium/Medium,Silver,69,70,66,60,72,47,68
5524,José Hernández,https://futhead.cursecdn.com/static/img/22/players/232101.png,GK,Atlas,https://futhead.cursecdn.com/static/img/22/clubs/101114.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png,Mexico,https://futhead.cursecdn.com/static/img/22/nations/83.png,Right,1,2,1/5/1997,183cm,Medium/Medium,Bronze,64,64,67,62,64,25,65
5544,José Suárez,https://futhead.cursecdn.com/static/img/22/players/224010.png,GK,AD Alcorcón,https://futhead.cursecdn.com/static/img/22/clubs/100831.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,1,3,18/12/1995,187cm,Medium/Medium,Silver,66,67,63,69,68,47,66
5545,José Sá,https://futhead.cursecdn.com/static/img/22/players/212442.png,GK,Wolves,https://futhead.cursecdn.com/static/img/22/clubs/110.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Portugal,https://futhead.cursecdn.com/static/img/22/nations/38.png,Right,1,2,17/01/1993,192cm,Medium/Medium,Gold,79,80,77,62,83,44,76
5546,José de Jesús Corona,https://futhead.cursecdn.com/static/img/22/players/156412.png,GK,Cruz Azul,https://futhead.cursecdn.com/static/img/22/clubs/1878.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png,Mexico,https://futhead.cursecdn.com/static/img/22/nations/83.png,Right,1,3,26/01/1981,184cm,Medium/Medium,Gold,75,72,77,68,73,39,78
5565,João Costa,https://futhead.cursecdn.com/static/img/22/players/231474.png,GK,Granada CF,https://futhead.cursecdn.com/static/img/22/clubs/110832.png,LaLiga Santander,https://futhead.cursecdn.com/static/img/22/leagues/53.png,Portugal,https://futhead.cursecdn.com/static/img/22/nations/38.png,Right,1,1,2/2/1996,185cm,Medium/Medium,Bronze,64,63,62,57,64,24,63
5569,João Gonçalves,https://futhead.cursecdn.com/static/img/22/players/251995.png,GK,Boavista FC,https://futhead.cursecdn.com/static/img/22/clubs/1898.png,Liga Portugal,https://futhead.cursecdn.com/static/img/22/leagues/308.png,Portugal,https://futhead.cursecdn.com/static/img/22/nations/38.png,Right,1,2,5/11/2000,188cm,Medium/Medium,Bronze,63,62,64,57,56,28,67
5585,João Virgínia,https://futhead.cursecdn.com/static/img/22/players/237704.png,GK,Sporting CP,https://futhead.cursecdn.com/static/img/22/clubs/237.png,Liga Portugal,https://futhead.cursecdn.com/static/img/22/leagues/308.png,Portugal,https://futhead.cursecdn.com/static/img/22/nations/38.png,Left,1,3,10/10/1999,191cm,Medium/Medium,Silver,66,67,63,65,70,52,63
5588,Joël Drommel,https://futhead.cursecdn.com/static/img/22/players/228279.png,GK,PSV,https://futhead.cursecdn.com/static/img/22/clubs/247.png,Eredivisie,https://futhead.cursecdn.com/static/img/22/leagues/10.png,Netherlands,https://futhead.cursecdn.com/static/img/22/nations/34.png,Right,1,3,16/11/1996,193cm,Medium/Medium,Gold,75,75,73,77,77,51,74
5603,Juan Carlos,https://futhead.cursecdn.com/static/img/22/players/194730.png,GK,Girona FC,https://futhead.cursecdn.com/static/img/22/clubs/110062.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,1,3,20/01/1988,186cm,Medium/Medium,Silver,73,71,73,73,74,59,72
5611,Juan Espínola,https://futhead.cursecdn.com/static/img/22/players/254714.png,GK,Godoy Cruz,https://futhead.cursecdn.com/static/img/22/clubs/111706.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Paraguay,https://futhead.cursecdn.com/static/img/22/nations/58.png,Right,1,2,2/11/1994,185cm,Medium/Medium,Silver,70,71,66,65,72,33,73
5617,Juan Flere,https://futhead.cursecdn.com/static/img/22/players/257350.png,GK,Cádiz CF,https://futhead.cursecdn.com/static/img/22/clubs/1968.png,LaLiga Santander,https://futhead.cursecdn.com/static/img/22/leagues/53.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,1,3,12/5/1998,182cm,Medium/Medium,Bronze,62,61,56,64,69,22,58
5628,Juan Musso,https://futhead.cursecdn.com/static/img/22/players/214979.png,GK,Bergamo Calcio,https://futhead.cursecdn.com/static/img/22/clubs/115845.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,1,3,6/5/1994,191cm,Medium/Medium,Gold,81,82,78,73,86,44,82
5630,Juan Pablo Chávez,https://futhead.cursecdn.com/static/img/22/players/224853.png,GK,FC Juárez,https://futhead.cursecdn.com/static/img/22/clubs/113134.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png,Mexico,https://futhead.cursecdn.com/static/img/22/nations/83.png,Right,1,2,16/07/1996,187cm,Medium/Medium,Bronze,59,64,52,54,63,44,56
5633,Juan Pérez,https://futhead.cursecdn.com/static/img/22/players/228456.png,GK,CA Osasuna,https://futhead.cursecdn.com/static/img/22/clubs/479.png,LaLiga Santander,https://futhead.cursecdn.com/static/img/22/leagues/53.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,1,3,15/07/1996,187cm,Medium/Medium,Silver,69,69,67,60,73,33,69
5634,Juan Soriano,https://futhead.cursecdn.com/static/img/22/players/234790.png,GK,CD Tenerife,https://futhead.cursecdn.com/static/img/22/clubs/260.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Left,1,2,23/08/1997,185cm,Medium/Medium,Silver,70,72,66,65,72,37,69
5669,Julian Faye Lund,https://futhead.cursecdn.com/static/img/22/players/230787.png,GK,Rosenborg BK,https://futhead.cursecdn.com/static/img/22/clubs/298.png,Eliteserien,https://futhead.cursecdn.com/static/img/22/leagues/41.png,Norway,https://futhead.cursecdn.com/static/img/22/nations/36.png,Right,1,2,20/05/1999,186cm,Medium/Medium,Silver,66,65,63,62,68,43,65
5676,Julian Krahl,https://futhead.cursecdn.com/static/img/22/players/244417.png,GK,Viktoria Berlin,https://futhead.cursecdn.com/static/img/22/clubs/115820.png,3. Liga,https://futhead.cursecdn.com/static/img/22/leagues/2076.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,1,3,22/01/2000,194cm,Medium/Medium,Bronze,62,69,59,57,71,31,52
5677,Julian Pollersbeck,https://futhead.cursecdn.com/static/img/22/players/224440.png,GK,OL,https://futhead.cursecdn.com/static/img/22/clubs/66.png,Ligue 1 Uber Eats,https://futhead.cursecdn.com/static/img/22/leagues/16.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,1,3,16/08/1994,195cm,Medium/Medium,Silver,71,73,66,72,73,27,70
