id,name,img-player,position,team,img-team,league,img-league,nation,img-nation,strong-foot,skill-moves,weak-foot,birth-date,height,workrates,type-card,over,pac,sho,pas,dri,def,phy
4679,Jamal Bajandouh,https://futhead.cursecdn.com/static/img/22/players/220357.png,CDM,Al Tai,https://futhead.cursecdn.com/static/img/22/clubs/112572.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png,Saudi Arabia,https://futhead.cursecdn.com/static/img/22/nations/183.png,Right,2,4,22/08/1992,178cm,Medium/Medium,Silver,65,41,57,64,60,62,68
4680,Jamal Bajandouh,https://futhead.cursecdn.com/static/img/22/players/220357.png,CDM,Al Shabab,https://futhead.cursecdn.com/static/img/22/clubs/111674.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png,Saudi Arabia,https://futhead.cursecdn.com/static/img/22/nations/183.png,Right,2,4,22/08/1992,178cm,Medium/Medium,Silver,65,41,57,64,60,62,68
4681,Jamal Lewis,https://futhead.cursecdn.com/static/img/22/players/231292.png,LB,Newcastle Utd,https://futhead.cursecdn.com/static/img/22/clubs/13.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Northern Ireland,https://futhead.cursecdn.com/static/img/22/nations/35.png,Left,3,3,25/01/1998,178cm,High/High,Silver,73,77,53,64,74,70,69
4682,Jamal Lowe,https://futhead.cursecdn.com/static/img/22/players/211384.png,ST,AFC Bournemouth,https://futhead.cursecdn.com/static/img/22/clubs/1943.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,Jamaica,https://futhead.cursecdn.com/static/img/22/nations/82.png,Right,4,4,21/07/1994,183cm,High/Medium,Silver,70,90,69,59,73,35,63
4683,Jamal Maroof,https://futhead.cursecdn.com/static/img/22/players/247061.png,RM,Al Ain FC,https://futhead.cursecdn.com/static/img/22/clubs/111701.png,United Emirates League,https://futhead.cursecdn.com/static/img/22/leagues/2172.png,United Arab Emirates,https://futhead.cursecdn.com/static/img/22/nations/190.png,Right,3,2,23/11/1991,175cm,High/High,Silver,65,84,64,56,63,39,61
4684,Jamal Musiala,https://futhead.cursecdn.com/static/img/22/players/256790.png,CAM,FC Bayern München,https://futhead.cursecdn.com/static/img/22/clubs/21.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,4,3,26/02/2003,180cm,Medium/Medium,Gold,75,76,70,67,84,31,49
4685,Jamal Thiaré,https://futhead.cursecdn.com/static/img/22/players/212790.png,ST,Havre AC,https://futhead.cursecdn.com/static/img/22/clubs/1738.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png,Senegal,https://futhead.cursecdn.com/static/img/22/nations/136.png,Right,2,1,31/03/1993,180cm,High/Low,Silver,69,84,68,55,70,22,67
4687,James Bree,https://futhead.cursecdn.com/static/img/22/players/222156.png,RB,Luton Town,https://futhead.cursecdn.com/static/img/22/clubs/1923.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,2,3,11/12/1997,178cm,High/Medium,Silver,68,70,41,60,64,64,66
4688,James Chester,https://futhead.cursecdn.com/static/img/22/players/186130.png,CB,Stoke City,https://futhead.cursecdn.com/static/img/22/clubs/1806.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,Wales,https://futhead.cursecdn.com/static/img/22/nations/50.png,Right,2,3,23/01/1989,180cm,Medium/Medium,Silver,71,55,34,56,61,72,72
4689,James Collins,https://futhead.cursecdn.com/static/img/22/players/194018.png,ST,Cardiff City,https://futhead.cursecdn.com/static/img/22/clubs/1961.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,Republic of Ireland,https://futhead.cursecdn.com/static/img/22/nations/25.png,Right,2,3,1/12/1990,188cm,High/High,Silver,70,66,69,55,66,41,82
4691,James Donachie,https://futhead.cursecdn.com/static/img/22/players/211793.png,CB,Sydney FC,https://futhead.cursecdn.com/static/img/22/clubs/111400.png,A-League,https://futhead.cursecdn.com/static/img/22/leagues/351.png,Australia,https://futhead.cursecdn.com/static/img/22/nations/195.png,Right,2,2,14/05/1993,195cm,Medium/Medium,Silver,65,58,32,48,43,65,75
4692,James Forrest,https://futhead.cursecdn.com/static/img/22/players/200630.png,RM,Celtic,https://futhead.cursecdn.com/static/img/22/clubs/78.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Right,4,3,7/7/1991,175cm,High/Medium,Gold,75,85,71,69,79,52,60
4693,James Garner,https://futhead.cursecdn.com/static/img/22/players/243657.png,CDM,Nott'm Forest,https://futhead.cursecdn.com/static/img/22/clubs/14.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,3,13/03/2001,182cm,Medium/Medium,Silver,69,67,62,66,65,65,65
4694,James Henry,https://futhead.cursecdn.com/static/img/22/players/183442.png,CM,Oxford United,https://futhead.cursecdn.com/static/img/22/clubs/1951.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,3,10/6/1989,182cm,High/High,Silver,68,71,66,69,70,57,65
4695,James Holland,https://futhead.cursecdn.com/static/img/22/players/186881.png,CM,LASK,https://futhead.cursecdn.com/static/img/22/clubs/252.png,Österreichische Fußball-Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/80.png,Australia,https://futhead.cursecdn.com/static/img/22/nations/195.png,Right,2,4,15/05/1989,182cm,Medium/Medium,Silver,71,65,62,68,71,68,79
4696,James Husband,https://futhead.cursecdn.com/static/img/22/players/205596.png,LB,Blackpool,https://futhead.cursecdn.com/static/img/22/clubs/1926.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Left,3,3,3/1/1994,179cm,High/Medium,Silver,66,67,50,56,63,64,66
4697,James Igbekeme,https://futhead.cursecdn.com/static/img/22/players/243862.png,CM,R. Zaragoza,https://futhead.cursecdn.com/static/img/22/clubs/244.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Nigeria,https://futhead.cursecdn.com/static/img/22/nations/133.png,Left,2,2,4/7/1995,170cm,Medium/Medium,Silver,68,73,57,67,70,65,80
4698,James Igbekeme,https://futhead.cursecdn.com/static/img/22/players/243862.png,CM,Columbus Crew,https://futhead.cursecdn.com/static/img/22/clubs/687.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,Nigeria,https://futhead.cursecdn.com/static/img/22/nations/133.png,Left,2,2,4/7/1995,170cm,Medium/Medium,Silver,68,73,57,67,70,65,80
4699,James Jones,https://futhead.cursecdn.com/static/img/22/players/223969.png,CM,Wrexham AFC,https://futhead.cursecdn.com/static/img/22/clubs/1947.png,England Division Five,https://futhead.cursecdn.com/static/img/22/leagues/2208.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Right,3,3,13/02/1996,175cm,Medium/Medium,Bronze,64,68,56,62,65,53,65
4700,James Justin,https://futhead.cursecdn.com/static/img/22/players/231554.png,LWB,Leicester City,https://futhead.cursecdn.com/static/img/22/clubs/95.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,4,23/02/1998,183cm,High/Medium,Gold,77,82,50,69,73,73,70
4701,James Lawrence,https://futhead.cursecdn.com/static/img/22/players/245768.png,CB,FC St. Pauli,https://futhead.cursecdn.com/static/img/22/clubs/110329.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Wales,https://futhead.cursecdn.com/static/img/22/nations/50.png,Left,2,3,22/08/1992,188cm,High/Medium,Silver,69,61,29,62,57,70,70
4702,James Léa Siliki,https://futhead.cursecdn.com/static/img/22/players/236998.png,CM,Middlesbrough,https://futhead.cursecdn.com/static/img/22/clubs/12.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,Cameroon,https://futhead.cursecdn.com/static/img/22/nations/103.png,Left,3,2,12/6/1996,183cm,High/Medium,Silver,71,70,62,71,73,69,70
4703,James Maddison,https://futhead.cursecdn.com/static/img/22/players/220697.png,CAM,Leicester City,https://futhead.cursecdn.com/static/img/22/clubs/95.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,4,4,23/11/1996,175cm,High/Medium,Gold,82,75,78,84,84,54,60
4704,James McArthur,https://futhead.cursecdn.com/static/img/22/players/171972.png,CM,Crystal Palace,https://futhead.cursecdn.com/static/img/22/clubs/1799.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Right,3,3,7/10/1987,178cm,High/High,Gold,75,53,66,72,74,75,73
4705,James McCarthy,https://futhead.cursecdn.com/static/img/22/players/188253.png,CDM,Celtic,https://futhead.cursecdn.com/static/img/22/clubs/78.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png,Republic of Ireland,https://futhead.cursecdn.com/static/img/22/nations/25.png,Right,3,4,12/11/1990,180cm,Medium/High,Silver,74,56,60,72,72,74,65
4706,James McClean,https://futhead.cursecdn.com/static/img/22/players/198489.png,LWB,Wigan Athletic,https://futhead.cursecdn.com/static/img/22/clubs/1917.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,Republic of Ireland,https://futhead.cursecdn.com/static/img/22/nations/25.png,Left,3,2,22/04/1989,180cm,High/Medium,Silver,69,71,64,66,70,62,76
4707,James Meredith,https://futhead.cursecdn.com/static/img/22/players/173450.png,LB,Macarthur FC,https://futhead.cursecdn.com/static/img/22/clubs/114604.png,A-League,https://futhead.cursecdn.com/static/img/22/leagues/351.png,Australia,https://futhead.cursecdn.com/static/img/22/nations/195.png,Left,3,2,5/4/1988,179cm,High/Medium,Silver,69,76,44,61,63,65,75
4708,James Milner,https://futhead.cursecdn.com/static/img/22/players/138412.png,CM,Liverpool,https://futhead.cursecdn.com/static/img/22/clubs/9.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,4,4/1/1986,175cm,Medium/High,Gold,79,56,70,81,77,77,75
4709,James Norwood,https://futhead.cursecdn.com/static/img/22/players/193701.png,ST,Ipswich,https://futhead.cursecdn.com/static/img/22/clubs/94.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,4,5/9/1990,180cm,High/Low,Silver,66,75,66,55,64,39,70
4711,James Rodríguez,https://futhead.cursecdn.com/static/img/22/players/198710.png,RW,Everton,https://futhead.cursecdn.com/static/img/22/clubs/7.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Colombia,https://futhead.cursecdn.com/static/img/22/nations/56.png,Left,4,3,12/7/1991,180cm,Medium/Medium,Gold,81,53,86,86,86,50,60
4712,James Sands,https://futhead.cursecdn.com/static/img/22/players/242214.png,CDM,New York City FC,https://futhead.cursecdn.com/static/img/22/clubs/112828.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Right,2,3,6/7/2000,180cm,Medium/High,Silver,70,51,50,59,64,68,71
4713,James Sands,https://futhead.cursecdn.com/static/img/22/players/242214.png,CDM,Rangers,https://futhead.cursecdn.com/static/img/22/clubs/86.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Right,2,3,6/7/2000,180cm,Medium/High,Silver,70,51,50,59,64,68,71
4716,James Tarkowski,https://futhead.cursecdn.com/static/img/22/players/202695.png,CB,Burnley,https://futhead.cursecdn.com/static/img/22/clubs/1796.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,2,4,19/11/1992,188cm,Low/High,Gold,81,57,45,67,65,82,81
4717,James Tavernier,https://futhead.cursecdn.com/static/img/22/players/195479.png,RB,Rangers,https://futhead.cursecdn.com/static/img/22/clubs/86.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,3,31/10/1991,180cm,High/Medium,Gold,77,83,71,74,75,72,78
4718,James Tomkins,https://futhead.cursecdn.com/static/img/22/players/173546.png,CB,Crystal Palace,https://futhead.cursecdn.com/static/img/22/clubs/1799.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,2,3,29/03/1989,192cm,Low/Medium,Gold,75,33,32,56,49,77,68
4721,James Troisi,https://futhead.cursecdn.com/static/img/22/players/172208.png,CAM,WS Wanderers,https://futhead.cursecdn.com/static/img/22/clubs/112427.png,A-League,https://futhead.cursecdn.com/static/img/22/leagues/351.png,Australia,https://futhead.cursecdn.com/static/img/22/nations/195.png,Left,3,2,3/7/1988,176cm,Medium/Low,Silver,65,62,63,68,65,48,67
4722,James Ward-Prowse,https://futhead.cursecdn.com/static/img/22/players/205569.png,CM,Southampton,https://futhead.cursecdn.com/static/img/22/clubs/17.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,3,1/11/1994,173cm,Medium/High,Gold,81,59,74,86,78,67,73
4723,Jamie Allen,https://futhead.cursecdn.com/static/img/22/players/213147.png,CM,Coventry City,https://futhead.cursecdn.com/static/img/22/clubs/1800.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,2,3,29/01/1995,170cm,High/High,Silver,67,75,55,66,69,63,66
4726,Jamie Jacobs,https://futhead.cursecdn.com/static/img/22/players/239405.png,CM,SC Cambuur,https://futhead.cursecdn.com/static/img/22/clubs/647.png,Eredivisie,https://futhead.cursecdn.com/static/img/22/leagues/10.png,Netherlands,https://futhead.cursecdn.com/static/img/22/nations/34.png,Right,3,3,3/12/1997,182cm,Medium/Medium,Silver,68,66,67,69,68,60,62
4728,Jamie Leweling,https://futhead.cursecdn.com/static/img/22/players/252448.png,RW,Fürth,https://futhead.cursecdn.com/static/img/22/clubs/165.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,3,3,26/02/2001,184cm,Medium/Medium,Silver,68,84,59,58,72,31,68
4729,Jamie Lindsay,https://futhead.cursecdn.com/static/img/22/players/227287.png,CM,Rotherham Utd,https://futhead.cursecdn.com/static/img/22/clubs/1797.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Right,2,2,11/10/1995,183cm,Medium/Medium,Silver,67,61,60,64,68,64,68
4730,Jamie Maclaren,https://futhead.cursecdn.com/static/img/22/players/212232.png,ST,Melbourne City,https://futhead.cursecdn.com/static/img/22/clubs/112224.png,A-League,https://futhead.cursecdn.com/static/img/22/leagues/351.png,Australia,https://futhead.cursecdn.com/static/img/22/nations/195.png,Right,3,5,29/07/1993,179cm,High/High,Gold,76,81,75,64,73,38,76
4731,Jamie McCart,https://futhead.cursecdn.com/static/img/22/players/227951.png,CB,St. Johnstone,https://futhead.cursecdn.com/static/img/22/clubs/100804.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Left,2,4,20/06/1997,186cm,Medium/High,Silver,67,66,30,45,56,66,76
4732,Jamie McGrath,https://futhead.cursecdn.com/static/img/22/players/225872.png,CM,Wigan Athletic,https://futhead.cursecdn.com/static/img/22/clubs/1917.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,Republic of Ireland,https://futhead.cursecdn.com/static/img/22/nations/25.png,Right,3,4,30/09/1996,175cm,High/Medium,Silver,67,76,63,65,70,57,64
4733,Jamie McGrath,https://futhead.cursecdn.com/static/img/22/players/225872.png,CM,St. Mirren,https://futhead.cursecdn.com/static/img/22/clubs/100805.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png,Republic of Ireland,https://futhead.cursecdn.com/static/img/22/nations/25.png,Right,3,4,30/09/1996,175cm,High/Medium,Silver,67,76,63,65,70,57,64
4734,Jamie Murphy,https://futhead.cursecdn.com/static/img/22/players/189148.png,LM,Mansfield Town,https://futhead.cursecdn.com/static/img/22/clubs/1940.png,EFL League Two,https://futhead.cursecdn.com/static/img/22/leagues/61.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Right,3,4,28/08/1989,178cm,Medium/Low,Silver,67,67,66,64,69,48,63
4735,Jamie Murphy,https://futhead.cursecdn.com/static/img/22/players/189148.png,LM,Hibernian,https://futhead.cursecdn.com/static/img/22/clubs/81.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Right,3,4,28/08/1989,178cm,Medium/Low,Silver,67,67,66,64,69,48,63
4736,Jamie Paterson,https://futhead.cursecdn.com/static/img/22/players/199960.png,CAM,Swansea City,https://futhead.cursecdn.com/static/img/22/clubs/1960.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,4,20/12/1991,175cm,High/Medium,Silver,70,75,65,68,72,39,50
4737,Jamie Robson,https://futhead.cursecdn.com/static/img/22/players/227961.png,LB,Lincoln City,https://futhead.cursecdn.com/static/img/22/clubs/149.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Left,2,3,19/12/1997,170cm,High/Medium,Silver,65,81,31,55,64,57,64
4738,Jamie Shackleton,https://futhead.cursecdn.com/static/img/22/players/245715.png,CM,Leeds United,https://futhead.cursecdn.com/static/img/22/clubs/8.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,3,8/10/1999,168cm,High/Medium,Silver,68,80,45,66,72,62,67
4739,Jamie Vardy,https://futhead.cursecdn.com/static/img/22/players/208830.png,ST,Leicester City,https://futhead.cursecdn.com/static/img/22/clubs/95.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,4,11/1/1987,179cm,High/Medium,Gold,86,85,84,70,80,52,73
4740,Jamie Walker,https://futhead.cursecdn.com/static/img/22/players/206565.png,CAM,Hearts,https://futhead.cursecdn.com/static/img/22/clubs/80.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Right,3,3,25/06/1993,175cm,Medium/Low,Silver,65,82,62,64,67,40,63
4741,Jamie Walker,https://futhead.cursecdn.com/static/img/22/players/206565.png,CAM,Bradford City,https://futhead.cursecdn.com/static/img/22/clubs/1804.png,EFL League Two,https://futhead.cursecdn.com/static/img/22/leagues/61.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Right,3,3,25/06/1993,175cm,Medium/Low,Silver,65,82,62,64,67,40,63
4743,Jamilu Collins,https://futhead.cursecdn.com/static/img/22/players/241135.png,LB,SC Paderborn 07,https://futhead.cursecdn.com/static/img/22/clubs/10030.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Nigeria,https://futhead.cursecdn.com/static/img/22/nations/133.png,Left,3,3,5/8/1994,183cm,High/Medium,Silver,70,77,36,58,73,68,67
4744,Jamiro Monteiro,https://futhead.cursecdn.com/static/img/22/players/231150.png,CM,Philadelphia,https://futhead.cursecdn.com/static/img/22/clubs/112134.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,Cape Verde Islands,https://futhead.cursecdn.com/static/img/22/nations/104.png,Right,3,4,23/11/1993,175cm,High/High,Gold,75,75,63,73,78,64,76
4745,Jan Bamert,https://futhead.cursecdn.com/static/img/22/players/231650.png,CB,FC Sion,https://futhead.cursecdn.com/static/img/22/clubs/110770.png,Credit Suisse Super League,https://futhead.cursecdn.com/static/img/22/leagues/189.png,Switzerland,https://futhead.cursecdn.com/static/img/22/nations/47.png,Right,2,3,9/3/1998,183cm,Medium/Medium,Silver,65,59,27,50,57,66,68
4746,Jan Bednarek,https://futhead.cursecdn.com/static/img/22/players/220570.png,CB,Southampton,https://futhead.cursecdn.com/static/img/22/clubs/17.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Poland,https://futhead.cursecdn.com/static/img/22/nations/37.png,Right,2,3,12/4/1996,189cm,Medium/High,Gold,76,52,22,53,55,78,77
4748,Jan Biegański,https://futhead.cursecdn.com/static/img/22/players/260302.png,CDM,Lechia Gdańsk,https://futhead.cursecdn.com/static/img/22/clubs/111091.png,PKO Bank Polski Ekstraklasa,https://futhead.cursecdn.com/static/img/22/leagues/66.png,Poland,https://futhead.cursecdn.com/static/img/22/nations/37.png,Left,3,3,4/12/2002,183cm,Medium/Medium,Bronze,64,69,48,54,56,62,75
4749,Jan Bořil,https://futhead.cursecdn.com/static/img/22/players/204125.png,LB,Slavia Praha,https://futhead.cursecdn.com/static/img/22/clubs/266.png,Česká Liga,https://futhead.cursecdn.com/static/img/22/leagues/319.png,Czech Republic,https://futhead.cursecdn.com/static/img/22/nations/12.png,Right,3,5,11/1/1991,175cm,High/High,Gold,77,75,60,72,72,74,82
4750,Jan Elvedi,https://futhead.cursecdn.com/static/img/22/players/256705.png,CB,Regensburg,https://futhead.cursecdn.com/static/img/22/clubs/543.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Switzerland,https://futhead.cursecdn.com/static/img/22/nations/47.png,Right,2,3,30/09/1996,187cm,Medium/High,Silver,68,74,34,57,57,68,73
4751,Jan Grzesik,https://futhead.cursecdn.com/static/img/22/players/250932.png,RB,Warta Poznań,https://futhead.cursecdn.com/static/img/22/clubs/112511.png,PKO Bank Polski Ekstraklasa,https://futhead.cursecdn.com/static/img/22/leagues/66.png,Poland,https://futhead.cursecdn.com/static/img/22/nations/37.png,Right,2,2,21/10/1994,178cm,Medium/Medium,Bronze,64,77,52,57,63,57,65
4752,Jan Gyamerah,https://futhead.cursecdn.com/static/img/22/players/216416.png,RB,Hamburger SV,https://futhead.cursecdn.com/static/img/22/clubs/28.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,3,3,18/06/1995,184cm,Medium/Medium,Silver,70,78,44,60,69,67,67
4753,Jan Hendrik Marx,https://futhead.cursecdn.com/static/img/22/players/250909.png,RB,FC Ingolstadt 04,https://futhead.cursecdn.com/static/img/22/clubs/111239.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,2,4,26/04/1995,171cm,High/Medium,Silver,66,90,38,52,64,55,56
4754,Jan Hendrik Marx,https://futhead.cursecdn.com/static/img/22/players/250909.png,RB,Braunschweig,https://futhead.cursecdn.com/static/img/22/clubs/110500.png,3. Liga,https://futhead.cursecdn.com/static/img/22/leagues/2076.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,2,4,26/04/1995,171cm,High/Medium,Silver,66,90,38,52,64,55,56
4755,Jan Hochscheidt,https://futhead.cursecdn.com/static/img/22/players/198914.png,LM,FC Erzgebirge Aue,https://futhead.cursecdn.com/static/img/22/clubs/506.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,3,4,4/10/1987,180cm,Medium/Medium,Silver,69,72,68,69,70,57,72
4757,Jan Kliment,https://futhead.cursecdn.com/static/img/22/players/229154.png,ST,Wisła Kraków,https://futhead.cursecdn.com/static/img/22/clubs/1873.png,PKO Bank Polski Ekstraklasa,https://futhead.cursecdn.com/static/img/22/leagues/66.png,Czech Republic,https://futhead.cursecdn.com/static/img/22/nations/12.png,Right,3,3,1/9/1993,185cm,Medium/Low,Silver,65,73,62,56,65,31,61
4758,Jan Kopic,https://futhead.cursecdn.com/static/img/22/players/205365.png,LW,Viktoria Plzeň,https://futhead.cursecdn.com/static/img/22/clubs/110468.png,Česká Liga,https://futhead.cursecdn.com/static/img/22/leagues/319.png,Czech Republic,https://futhead.cursecdn.com/static/img/22/nations/12.png,Right,3,3,4/6/1990,180cm,High/Low,Silver,73,79,70,70,73,36,60
4759,Jan Kuchta,https://futhead.cursecdn.com/static/img/22/players/257536.png,ST,Lokomotiv Moscow,https://futhead.cursecdn.com/static/img/22/clubs/100765.png,League of Russia,https://futhead.cursecdn.com/static/img/22/leagues/3006.png,Czech Republic,https://futhead.cursecdn.com/static/img/22/nations/12.png,Right,2,3,8/1/1997,184cm,High/High,Gold,75,79,73,64,72,34,81
4760,Jan Kuchta,https://futhead.cursecdn.com/static/img/22/players/257536.png,ST,Slavia Praha,https://futhead.cursecdn.com/static/img/22/clubs/266.png,Česká Liga,https://futhead.cursecdn.com/static/img/22/leagues/319.png,Czech Republic,https://futhead.cursecdn.com/static/img/22/nations/12.png,Right,2,3,8/1/1997,184cm,High/High,Gold,75,79,73,64,72,34,81
4761,Jan Mlakar,https://futhead.cursecdn.com/static/img/22/players/238464.png,ST,Hajduk Split,https://futhead.cursecdn.com/static/img/22/clubs/263.png,Liga Hrvatska,https://futhead.cursecdn.com/static/img/22/leagues/317.png,Slovenia,https://futhead.cursecdn.com/static/img/22/nations/44.png,Right,2,3,23/10/1998,183cm,High/Medium,Silver,68,71,69,52,64,25,63
4762,Jan Morávek,https://futhead.cursecdn.com/static/img/22/players/183220.png,CM,FC Augsburg,https://futhead.cursecdn.com/static/img/22/clubs/100409.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Czech Republic,https://futhead.cursecdn.com/static/img/22/nations/12.png,Right,3,3,1/11/1989,180cm,Medium/Medium,Silver,69,37,69,73,72,55,56
4763,Jan Niklas Beste,https://futhead.cursecdn.com/static/img/22/players/240451.png,LB,Regensburg,https://futhead.cursecdn.com/static/img/22/clubs/543.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Left,3,3,4/1/1999,174cm,High/High,Silver,65,73,46,61,69,57,61
4766,Jan Paul van Hecke,https://futhead.cursecdn.com/static/img/22/players/258908.png,CB,Blackburn Rovers,https://futhead.cursecdn.com/static/img/22/clubs/3.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,Netherlands,https://futhead.cursecdn.com/static/img/22/nations/34.png,Right,2,3,8/6/2000,189cm,Medium/Medium,Silver,69,52,46,54,58,70,72
4768,Jan Schöppner,https://futhead.cursecdn.com/static/img/22/players/256292.png,CM,Heidenheim,https://futhead.cursecdn.com/static/img/22/clubs/111235.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,2,3,12/6/1999,190cm,Medium/Medium,Silver,67,63,57,63,61,67,76
